"transaction_hash","block_number","delegator_key"
"0x54abac8cd335eaf40d12140d281596bd4695dc54862e3f8d53ffcb178825b6fa","24609150","0xb77b996856ddff03ab40f4a5b3ff018eb1e32364e43773a2d16fcf24dfef863c"
"0x8f02634a0f1fec1edfcbecdd7419f37b7b2c3c559d9b479ce2baa77911bd94d8","24609165","0xb77b996856ddff03ab40f4a5b3ff018eb1e32364e43773a2d16fcf24dfef863c"
"0x4945add05cc51ea9a0ba1302f2d6581d05c23eec70b4629048b8a168188c1432","24609178","0xb77b996856ddff03ab40f4a5b3ff018eb1e32364e43773a2d16fcf24dfef863c"
"0x25511cbe5e040e818638cf15cba2b6ba68b0c4cf3b1770db8d879c3f1aa757c0","24673593","0xe94af3d6559aa7c0bf812d07ae63a829e675876963f5495397883f9efb6b2c1c"
"0x25511cbe5e040e818638cf15cba2b6ba68b0c4cf3b1770db8d879c3f1aa757c0","24673593",NULL
"0x6d3c1b2cd6c48673d7a36040e374ba18f147a037b061331448327c4e11abc976","24681116",NULL
"0x6d3c1b2cd6c48673d7a36040e374ba18f147a037b061331448327c4e11abc976","24681116","0x9259ae4fd9e4e8e52a9f5cf91536b7406a906763681e89db854397058c9b39a4"
"0x2fb3175cbd04a53da66d41c6c7052ed2eece8bcda42202f371ab379bf3091b92","24687796",NULL
"0x2fb3175cbd04a53da66d41c6c7052ed2eece8bcda42202f371ab379bf3091b92","24687796","0xc2de8a9fbca29176336b78f4580500500a09c3169a628dff068d1fcd42f2042e"
"0x1ef8aafb752996766e51127548d71113b5700d1ac03f0aa1b7efe6d2470c6e6c","24688029",NULL
"0x1ef8aafb752996766e51127548d71113b5700d1ac03f0aa1b7efe6d2470c6e6c","24688029","0xc2de8a9fbca29176336b78f4580500500a09c3169a628dff068d1fcd42f2042e"
"0x3b00d508228593233207869b7c6a6b30d4a5da59bdeeccc9a21ec24efe21d2bf","24716528",NULL
"0x3b00d508228593233207869b7c6a6b30d4a5da59bdeeccc9a21ec24efe21d2bf","24716528","0xafd288dd12306c73893241ef445760f66df959e36083222ef5079c5d7b9c8186"
"0xbea1a8eb29bbeacd469b0045114b6f38c47043dab5def372ec81ced95cda101b","24728492",NULL
"0xbea1a8eb29bbeacd469b0045114b6f38c47043dab5def372ec81ced95cda101b","24728492","0x65a8ec4434e1adf54166ccf228f81c9774b5f43b57562daff9fc03e5a9458537"
"0x48e77c27a3f07b23b34216665e3703e078eec85c247284f1ff12975e13447333","24729025","0x65a8ec4434e1adf54166ccf228f81c9774b5f43b57562daff9fc03e5a9458537"
"0x48e77c27a3f07b23b34216665e3703e078eec85c247284f1ff12975e13447333","24729025",NULL
"0x4a375a03c9109c3022ef064fe62a199870eced2d337f8d4ed005b5b3aeed854d","24729055",NULL
"0x4a375a03c9109c3022ef064fe62a199870eced2d337f8d4ed005b5b3aeed854d","24729055","0x65a8ec4434e1adf54166ccf228f81c9774b5f43b57562daff9fc03e5a9458537"
"0x9088dfd7681bed6d4829fb6b9fba417a3def237f478d537e8a042e37168718fe","24729073",NULL
"0x9088dfd7681bed6d4829fb6b9fba417a3def237f478d537e8a042e37168718fe","24729073","0x65a8ec4434e1adf54166ccf228f81c9774b5f43b57562daff9fc03e5a9458537"
"0x7cdf52782dfb214315db4122205a9d3c974dad319021f09e2137f55761143f75","24729775","0xa0563417062f453626aa6218c18370b666f0ee67ac1bce48e1aab4fe667b82ac"
"0x7cdf52782dfb214315db4122205a9d3c974dad319021f09e2137f55761143f75","24729775",NULL
"0x9d573a510f30f37d8a8efc683f4d1edaba7b81645ca8d32ea3492b9293f66d29","24745141","0x193a98017092eb5a28466deeceb38214ff6e3f0cf7b497d454d2d3adfaf823b7"
"0x9d573a510f30f37d8a8efc683f4d1edaba7b81645ca8d32ea3492b9293f66d29","24745141",NULL
"0x4e74364be166a658108242c9eeb480848f7715f30ba72ff4f5f21e34e11e46c3","24748847","0x193a98017092eb5a28466deeceb38214ff6e3f0cf7b497d454d2d3adfaf823b7"
"0x4e74364be166a658108242c9eeb480848f7715f30ba72ff4f5f21e34e11e46c3","24748847",NULL
"0xd2de5ac4cc6c9271ff4591b515d519dbcacb577102675b48902678328e63ac74","24768397","0xf73d77f7b1b5ce3857b345c6ec538f79b06150c00a63f325dfd2d0cd79559e0a"
"0x51f293325fdf5fcacdddf9528fbf8376c4607f453e376fee9431c2ed8b1eae81","24770579","0x0aa870f5481d63461867a83143948a95ac2491a06b1bd1a23ac987589fec77cc"
"0x51f293325fdf5fcacdddf9528fbf8376c4607f453e376fee9431c2ed8b1eae81","24770579",NULL
"0xa0de7a1a8d5f861b3e2ca5c08d5243fb7b5c4c46529f5f337ebb6e8b68a433da","24775448",NULL
"0xa0de7a1a8d5f861b3e2ca5c08d5243fb7b5c4c46529f5f337ebb6e8b68a433da","24775448","0xfabdd23f17b3ec42b8a088802cd53f74f2381e100fb0185120a096921c152046"
"0xcfa3e88d1ebe62549bd4648fe0dbcdd4219de65b0b18d48c4b51e938768e89bf","24786560",NULL
"0xcfa3e88d1ebe62549bd4648fe0dbcdd4219de65b0b18d48c4b51e938768e89bf","24786560","0x92c9756849c72c443f4f4a600963593fa97d2d59c4aa04f81d840024b7645b25"
